id_ci,id_delito,id_vicf,id_tv,id_tpm,sexo,genero,pob,disc,fha_nac,edad,nacional,usuario_envio,fecha_envio
CAJ/UTM/00/UAI/443/00244/26/05,443,1,1,6,1,1,4,4,,21,73,MEXX25052300,2026-06-04
CAJ/UTM/00/UAI/443/00244/26/05,443,2,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/UTM/00/UAI/443/00248/26/05,443,1,1,6,2,2,4,4,,53,73,MEXX25052300,2026-06-04
CAJ/UTM/00/UAI/443/00255/26/05,443,1,1,6,1,1,4,4,,19,73,MEXX25052300,2026-06-04
CAJ/UTM/00/UAI/443/00263/26/05,443,1,1,6,1,1,4,4,,69,73,MEXX25052300,2026-06-04
CAJ/UTM/00/UAI/443/00264/26/05,443,1,1,6,2,2,4,4,,34,73,MEXX25052300,2026-06-04
CAJ/UTM/00/UAI/443/00270/26/05,443,1,1,6,1,1,4,4,,26,73,MEXX25052300,2026-06-04
CAJ/UTM/00/UAI/613/00254/26/05,613,1,1,6,2,2,4,4,,41,73,MEXX25052300,2026-06-04
CAJ/UTM/00/UAI/619/00246/26/05,1052,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/UTM/00/UAI/619/00250/26/05,1051,1,1,6,1,1,4,4,,40,73,MEXX25052300,2026-06-04
CAJ/UTM/00/UAI/619/00271/26/05,636,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/UTM/00/UAI/625/00242/26/05,625,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/UTM/00/UAI/625/00258/26/05,625,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/UTM/00/UAI/629/00233/26/05,629,1,1,6,1,1,4,4,,57,73,MEXX25052300,2026-06-04
CAJ/UTM/00/UAI/631/00230/26/05,631,1,4,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/UTM/00/UAI/631/00269/26/05,631,1,4,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/UTM/00/UAI/633/00220/26/05,633,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/UTM/00/UAI/781/00245/26/05,781,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/UTM/00/UAI/781/00252/26/05,781,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/UTM/00/UAI/816/00231/26/05,834,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/UTM/00/UAI/918/00221/26/05,918,1,1,6,1,1,4,4,,54,73,MEXX25052300,2026-06-04
CAJ/UTM/00/UAI/918/00224/26/05,918,1,1,6,1,1,4,4,2005-05-03,22,73,MEXX25052300,2026-06-04
CAJ/UTM/00/UAI/918/00226/26/05,918,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/UTM/00/UAI/918/00235/26/05,918,1,1,6,1,1,4,4,1972-10-15,54,73,MEXX25052300,2026-06-04
CAJ/UTM/00/UAI/918/00249/26/05,918,1,1,6,1,1,4,4,,35,73,MEXX25052300,2026-06-04
CAJ/UTM/00/UAI/918/00251/26/05,918,1,1,6,1,1,4,4,1981-05-04,45,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/1043/00185/26/05,30,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/126/00175/26/05,126,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/126/00183/26/05,126,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/146/00162/26/05,146,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/184/00152/26/05,184,1,1,6,2,2,4,4,,42,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/204/00153/26/05,204,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/204/00194/26/05,204,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/395/00157/26/05,395,1,1,6,2,2,4,4,,53,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/395/00186/26/05,395,1,1,6,1,1,4,4,,38,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/443/00150/26/05,443,1,1,6,2,2,4,4,,33,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/443/00151/26/05,443,1,1,6,2,2,4,4,,48,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/443/00154/26/05,443,1,1,6,1,1,4,4,,20,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/443/00155/26/05,443,1,1,6,2,2,4,4,,24,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/443/00156/26/05,443,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/443/00159/26/05,443,1,1,6,2,2,4,4,,29,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/443/00159/26/05,443,2,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/443/00160/26/05,443,1,1,6,2,2,4,4,,49,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/443/00161/26/05,443,1,1,6,1,1,4,4,,54,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/443/00164/26/05,443,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/443/00165/26/05,443,1,1,6,2,2,4,4,,58,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/443/00166/26/05,443,1,1,6,2,2,4,4,,35,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/443/00168/26/05,443,1,1,6,2,2,4,4,,48,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/443/00169/26/05,443,1,1,6,1,1,4,4,,50,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/443/00171/26/05,443,1,1,6,1,1,4,4,,60,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/443/00172/26/05,1052,2,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/443/00172/26/05,443,1,1,6,1,1,4,4,,53,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/443/00173/26/05,443,1,1,6,1,1,4,4,,45,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/443/00174/26/05,443,1,1,6,1,1,4,4,,45,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/443/00177/26/05,443,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/443/00178/26/05,126,2,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/443/00178/26/05,443,1,1,6,1,1,4,4,,40,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/443/00181/26/05,443,1,1,6,1,1,4,4,,33,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/443/00182/26/05,443,1,1,6,1,1,4,4,,28,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/443/00188/26/05,443,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/443/00193/26/05,443,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/443/00193/26/05,443,2,1,6,1,1,4,4,,12,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/443/00196/26/05,443,1,1,6,1,1,4,4,,39,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/443/00200/26/05,443,1,1,6,1,1,4,4,,24,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/599/00158/26/05,599,1,1,6,2,2,4,4,,33,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/616/00176/26/05,616,1,1,6,1,1,4,4,,39,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/619/00163/26/05,1052,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/619/00167/26/05,1052,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/619/00179/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/619/00187/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/619/00195/26/05,1052,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/629/00170/26/05,629,1,1,6,1,1,4,4,,37,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/629/00190/26/05,184,1,1,6,1,1,4,4,,36,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/631/00184/26/05,631,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/631/00189/26/05,631,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/631/00192/26/05,629,1,1,6,2,2,4,4,,26,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/631/00198/26/05,631,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/633/00180/26/05,633,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/633/00199/26/05,633,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/XJR/00/UAI/918/00197/26/05,918,1,1,6,1,1,4,4,,38,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00225/26/05,8,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00230/26/05,8,1,1,6,1,1,4,4,,25,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00234/26/05,8,1,1,6,1,1,4,4,,39,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00235/26/05,8,1,1,6,1,1,4,4,,41,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00236/26/05,8,1,1,6,1,1,4,4,,31,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00242/26/05,8,1,1,6,1,1,4,4,,45,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00245/26/05,8,1,1,6,2,2,4,4,,33,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00246/26/05,8,1,1,6,2,2,4,4,,45,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00247/26/05,8,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00248/26/05,8,1,1,6,2,2,4,4,,33,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00249/26/05,8,1,1,6,1,1,4,4,,41,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00250/26/05,8,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00250/26/05,8,2,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00251/26/05,8,1,4,6,3,3,4,4,,35,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00252/26/05,8,1,1,6,1,1,4,4,,30,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00253/26/05,8,1,1,6,1,1,4,4,,37,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00254/26/05,8,1,1,6,2,2,4,4,,40,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00254/26/05,8,2,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00254/26/05,8,3,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00255/26/05,8,1,1,6,1,1,4,4,,48,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00256/26/05,8,1,1,6,1,1,4,4,,23,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00257/26/05,8,1,1,6,2,2,4,4,,39,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00259/26/05,8,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00273/26/05,8,1,1,6,1,1,4,4,,45,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00276/26/05,8,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00277/26/05,8,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00278/26/05,8,1,1,6,2,2,4,4,,51,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00279/26/05,8,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00280/26/05,8,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00281/26/05,8,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00281/26/05,8,2,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00282/26/05,8,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00286/26/05,8,1,1,6,1,1,4,4,,49,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/008/00289/26/05,8,1,1,6,2,2,4,4,,35,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/077/00237/26/05,77,1,1,6,2,2,4,4,,38,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/144/00239/26/05,144,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/144/00241/26/05,144,1,4,6,3,3,4,4,,50,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/144/00263/26/05,144,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/144/00264/26/05,144,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/144/00283/26/05,144,1,1,6,1,1,4,4,,45,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/144/00284/26/05,144,1,1,6,1,1,4,4,,45,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/184/00224/26/05,816,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/184/00226/26/05,184,1,1,6,1,1,4,4,,45,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/184/00231/26/05,184,1,1,6,2,2,4,4,,38,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/184/00232/26/05,184,1,1,6,1,1,4,4,,37,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/184/00233/26/05,184,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/184/00258/26/05,184,1,1,6,2,2,4,4,,35,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/184/00260/26/05,184,1,1,6,2,2,4,4,,33,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/184/00261/26/05,184,1,1,6,2,2,4,4,,45,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/184/00262/26/05,184,1,1,6,1,1,4,4,,45,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/184/00270/26/05,8,1,1,6,1,1,4,4,,35,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/184/00285/26/05,184,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/184/00287/26/05,184,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CCF/CCN/00/MPI/184/00288/26/05,184,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/008/00174/26/05,8,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/008/00174/26/05,8,2,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/077/00204/26/05,77,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/184/00173/26/05,184,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00170/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00171/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00172/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00175/26/05,665,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00175/26/05,665,2,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00176/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00177/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00178/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00179/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00180/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00181/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00182/26/05,665,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00183/26/05,665,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00184/26/05,665,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00185/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00187/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00188/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00189/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00190/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00190/26/05,665,2,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00190/26/05,665,3,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00191/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00191/26/05,665,2,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00192/26/05,665,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00192/26/05,665,2,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00192/26/05,665,3,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00192/26/05,665,4,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00193/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00194/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00195/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00196/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00197/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00197/26/05,665,2,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00198/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00199/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00200/26/05,665,1,1,6,1,1,4,4,,57,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00201/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00201/26/05,665,2,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00202/26/05,665,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00202/26/05,665,2,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00203/26/05,665,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00205/26/05,665,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00206/26/05,665,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00207/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00208/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00209/26/05,665,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00210/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00210/26/05,665,2,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00210/26/05,665,3,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00211/26/05,665,1,1,6,1,1,4,4,,62,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00212/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00213/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00214/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00215/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00216/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00217/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00218/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00219/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00220/26/05,665,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00220/26/05,665,2,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00221/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00222/26/05,665,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00224/26/05,665,1,1,6,2,2,4,4,,28,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00225/26/05,665,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00226/26/05,665,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00227/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00228/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00229/26/05,665,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00229/26/05,665,2,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00230/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00230/26/05,665,2,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00231/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00232/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00233/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00234/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/665/00235/26/05,665,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/842/00223/26/05,842,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/FTT/00/MPI/842/00223/26/05,842,2,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CCF/SEC/00/MPI/008/00247/26/05,8,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CCF/SEC/00/MPI/008/00248/26/05,8,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CCF/SEC/00/MPI/008/00249/26/05,8,1,1,6,2,2,4,4,,49,73,MEXX25052300,2026-06-04
CCF/SEC/00/MPI/008/00249/26/05,8,2,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/SEC/00/MPI/008/00250/26/05,8,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CCF/SEC/00/MPI/008/00250/26/05,8,2,1,6,2,2,4,4,,46,73,MEXX25052300,2026-06-04
CCF/SEC/00/MPI/008/00251/26/05,8,1,1,6,1,1,4,4,,25,73,MEXX25052300,2026-06-04
CCF/SEC/00/MPI/008/00253/26/05,8,1,1,6,2,2,4,4,,50,73,MEXX25052300,2026-06-04
CCF/SEC/00/MPI/008/00255/26/05,8,1,1,6,1,1,4,4,,27,73,MEXX25052300,2026-06-04
CCF/SEC/00/MPI/008/00256/26/05,8,1,1,6,1,1,4,4,,40,73,MEXX25052300,2026-06-04
CCF/SEC/00/MPI/008/00257/26/05,8,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CCF/SEC/00/MPI/008/00257/26/05,8,2,1,6,1,1,4,4,,20,73,MEXX25052300,2026-06-04
CCF/SEC/00/MPI/008/00258/26/05,8,1,1,6,1,1,4,4,,30,73,MEXX25052300,2026-06-04
CCF/SEC/00/MPI/008/00259/26/05,8,1,1,6,1,1,4,4,,35,73,MEXX25052300,2026-06-04
CCF/SEC/00/MPI/008/00260/26/05,8,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CCF/SEC/00/MPI/008/00261/26/05,8,1,1,6,1,1,4,4,,35,73,MEXX25052300,2026-06-04
CCF/SEC/00/MPI/008/00263/26/05,8,1,1,6,2,2,4,4,,25,73,MEXX25052300,2026-06-04
CCF/SEC/00/MPI/008/00264/26/05,8,1,1,6,1,1,4,4,,40,73,MEXX25052300,2026-06-04
