id_ci,id_delito,id_vicf,id_tv,id_tpm,sexo,genero,pob,disc,fha_nac,edad,nacional,usuario_envio,fecha_envio
CAJ/CAT/00/CAT/184/49385/26/05,1052,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49386/26/05,842,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49390/26/05,631,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49391/26/05,613,1,1,6,2,2,4,4,,33,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49392/26/05,633,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49393/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49394/26/05,1049,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49396/26/05,842,1,1,6,2,2,4,4,,10,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49397/26/05,9,1,1,6,2,2,4,4,,39,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49398/26/05,184,1,1,6,1,1,4,4,,31,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49399/26/05,1052,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49401/26/05,184,1,1,6,1,1,4,4,,38,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49402/26/05,184,1,1,6,2,2,4,4,,30,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49403/26/05,126,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49404/26/05,636,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49405/26/05,842,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49406/26/05,625,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49407/26/05,184,1,1,6,1,1,4,4,,20,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49408/26/05,184,1,1,6,2,2,4,4,,40,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49409/26/05,184,1,1,6,2,2,4,4,,31,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49410/26/05,21,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49411/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49412/26/05,395,1,1,6,1,1,4,4,,18,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49413/26/05,1052,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49414/26/05,842,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49416/26/05,184,1,1,6,2,2,4,4,,30,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49417/26/05,184,1,1,6,1,1,4,4,,35,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49418/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49419/26/05,184,1,1,6,1,1,4,4,,31,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49420/26/05,1052,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49421/26/05,842,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49422/26/05,1052,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49423/26/05,184,1,1,6,1,1,4,4,,18,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49424/26/05,1052,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49425/26/05,184,1,1,6,2,2,4,4,,44,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49426/26/05,184,1,1,6,1,1,4,4,,28,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49428/26/05,20,1,1,6,2,2,4,4,,21,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49429/26/05,184,1,1,6,2,2,4,4,,45,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49431/26/05,184,1,1,6,2,2,4,4,,30,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49434/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49435/26/05,184,1,1,6,2,2,4,4,,38,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49439/26/05,633,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49442/26/05,1052,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49443/26/05,624,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49445/26/05,395,1,1,6,1,1,4,4,,25,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49447/26/05,184,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49449/26/05,21,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49450/26/05,1052,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49451/26/05,184,1,1,6,1,1,4,4,,38,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49453/26/05,1052,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49454/26/05,613,1,1,6,1,1,4,4,,26,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49455/26/05,842,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49456/26/05,443,1,1,6,1,1,4,4,,57,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49457/26/05,1512,1,1,6,2,2,4,4,,36,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49458/26/05,631,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49459/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49460/26/05,184,1,1,6,1,1,4,4,,67,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49461/26/05,184,1,1,6,1,1,4,4,,19,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49462/26/05,204,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49464/26/05,613,1,1,6,1,1,4,4,,16,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49465/26/05,443,1,1,6,1,1,4,4,,25,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49465/26/05,443,2,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49465/26/05,443,3,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49466/26/05,184,1,1,6,2,2,4,4,,14,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49467/26/05,184,1,1,6,1,1,4,4,,40,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49469/26/05,184,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49470/26/05,184,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49471/26/05,184,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49472/26/05,184,1,1,6,2,2,4,4,,22,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49473/26/05,184,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49474/26/05,184,1,1,6,1,1,4,4,,55,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49475/26/05,1052,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49476/26/05,184,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49477/26/05,8,1,1,6,1,1,4,4,,47,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49479/26/05,633,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49480/26/05,184,1,1,6,1,1,4,4,,46,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49481/26/05,184,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49482/26/05,184,1,1,6,2,2,4,4,,63,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49483/26/05,1052,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49484/26/05,633,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49485/26/05,443,1,1,6,2,2,4,4,,27,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49487/26/05,636,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49488/26/05,184,1,1,6,2,2,4,4,,75,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49489/26/05,636,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49490/26/05,184,1,1,6,1,1,4,4,,68,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49491/26/05,443,1,1,6,2,2,4,4,,34,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49492/26/05,443,1,1,6,2,2,4,4,,52,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49495/26/05,636,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49496/26/05,636,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49500/26/05,636,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49501/26/05,184,1,1,6,1,1,4,4,,43,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49502/26/05,395,1,1,6,2,2,4,4,,31,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49503/26/05,636,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49504/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49505/26/05,443,1,1,6,2,2,4,4,,46,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49506/26/05,395,1,1,6,1,1,4,4,,18,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49507/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49508/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49509/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49512/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49513/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49514/26/05,636,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49517/26/05,781,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49518/26/05,126,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49519/26/05,373,1,1,6,1,1,4,4,,36,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49521/26/05,636,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49522/26/05,636,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49523/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49525/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49526/26/05,9,1,1,6,2,2,4,4,,29,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49527/26/05,632,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49529/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49531/26/05,395,1,1,6,2,2,4,4,,35,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49532/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49533/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49534/26/05,1052,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49535/26/05,633,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49536/26/05,46,1,1,6,1,1,4,4,,45,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49538/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49540/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49541/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49542/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49543/26/05,1051,1,1,6,3,3,4,4,,30,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49546/26/05,21,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49549/26/05,613,1,1,6,1,1,4,4,,25,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49550/26/05,9,1,1,6,2,2,4,4,,58,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49551/26/05,631,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49557/26/05,633,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49558/26/05,663,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49558/26/05,663,2,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49558/26/05,663,3,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49560/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49563/26/05,443,1,1,6,2,2,4,4,,39,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49563/26/05,443,2,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49565/26/05,842,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49567/26/05,1052,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49568/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49570/26/05,631,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49571/26/05,8,1,1,6,1,1,4,4,,33,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49573/26/05,1052,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49576/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49577/26/05,636,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49579/26/05,1052,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49581/26/05,842,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49582/26/05,126,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49583/26/05,632,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49584/26/05,1052,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49586/26/05,1052,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49587/26/05,633,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49590/26/05,633,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49591/26/05,445,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49592/26/05,395,1,1,6,2,2,4,4,,42,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49594/26/05,1052,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49597/26/05,395,1,1,6,2,2,4,4,,51,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49598/26/05,1051,1,1,6,3,3,4,4,,40,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49600/26/05,395,1,1,6,1,1,4,4,,41,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49605/26/05,204,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49612/26/05,632,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49614/26/05,126,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49618/26/05,9,1,1,6,1,1,4,4,,47,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49619/26/05,395,1,1,6,2,2,4,4,,35,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49621/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49622/26/05,395,1,1,6,1,1,4,4,,26,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49624/26/05,126,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49626/26/05,633,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49629/26/05,9,1,1,6,2,2,4,4,,40,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49632/26/05,395,1,1,6,1,1,4,4,,78,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49637/26/05,395,1,1,6,2,2,4,4,,35,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49639/26/05,631,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49643/26/05,636,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49644/26/05,633,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49649/26/05,1051,1,1,6,3,3,4,4,,35,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49652/26/05,842,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49653/26/05,624,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49654/26/05,1052,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49655/26/05,443,1,1,6,1,1,4,4,,36,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49656/26/05,395,1,1,6,1,1,4,4,,58,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49657/26/05,633,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49658/26/05,842,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49661/26/05,395,1,1,6,2,2,4,4,,70,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49662/26/05,842,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49664/26/05,636,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49665/26/05,414,1,1,6,2,2,4,4,,48,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49665/26/05,414,2,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49667/26/05,9,1,1,6,1,1,4,4,,66,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49668/26/05,395,1,1,6,1,1,4,4,,54,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49669/26/05,631,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49672/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49674/26/05,414,1,1,6,2,2,4,4,,48,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49674/26/05,414,2,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49675/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49677/26/05,9,1,1,6,2,2,4,4,,28,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49679/26/05,9,1,1,6,1,1,4,4,,70,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49685/26/05,8,1,1,6,1,1,4,4,,26,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49686/26/05,443,1,1,6,1,1,4,4,,48,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49689/26/05,9,1,1,6,1,1,4,4,,70,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49691/26/05,395,1,1,6,2,2,4,4,,31,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49694/26/05,1052,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49697/26/05,126,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49698/26/05,395,1,1,6,2,2,4,4,,55,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49699/26/05,414,1,1,6,2,2,4,4,,31,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49700/26/05,9,1,1,6,2,2,4,4,,34,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49703/26/05,414,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49704/26/05,636,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49706/26/05,633,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49707/26/05,1052,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49708/26/05,395,1,1,6,1,1,4,4,,22,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49710/26/05,842,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49711/26/05,373,1,1,6,2,2,4,4,,51,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49712/26/05,629,1,1,6,1,1,4,4,,40,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49720/26/05,625,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49723/26/05,395,1,1,6,1,1,4,4,,32,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49724/26/05,443,1,1,6,2,2,4,4,,23,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49725/26/05,633,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49731/26/05,633,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49735/26/05,633,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49736/26/05,842,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49741/26/05,663,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49741/26/05,663,2,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49741/26/05,663,3,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49743/26/05,204,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49745/26/05,633,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49746/26/05,9,1,1,6,1,1,4,4,,58,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49747/26/05,9,1,1,6,1,1,4,4,,43,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49748/26/05,126,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49750/26/05,21,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49751/26/05,9,1,1,6,1,1,4,4,,45,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49752/26/05,632,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49756/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49758/26/05,625,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
CAJ/CAT/00/CAT/184/49759/26/05,9,1,1,6,1,1,4,4,,35,73,MEXX25052300,2026-06-04
